GEOID20,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,HOUSING20,POP20,af_t_f,am_t_f,pm_t_f,NAME,Totalpop,Hisp,NonHisp,OneRacepop,WhiteAlone,BlackAlone,AIANalone,AsianAlone,NHPIalone,OtherRaceAlone,TwoOrMorepop,geometry,percHisp,percNonHisp,percWhite,percBlack
515400002023011,51,540,000202,3011,Block 3011,G5040,U,15724,U,S,6454,0,+38.0387514,-078.5015100,17,65,94.00068664550781,73.09507095813751,87.82983887195587,"Block 3011, Block Group 3, Census Tract 2.02, Charlottesville city, Virginia",64,3,61,55,45,7,0,3,0,0,6,"list(c(-78.501892, -78.501718, -78.501282, -78.501162, -78.501096, -78.50096, -78.501035, -78.501115, -78.501301, -78.501375, -78.501935, -78.501597, -78.502045, -78.501892, 38.039419, 38.039336, 38.039065, 38.038973, 38.038914, 38.038769, 38.038694, 38.038593, 38.038288, 38.038155, 38.038335, 38.038971, 38.03915, 38.039419))",4.69,95.31,70.31,10.94
515400002023012,51,540,000202,3012,Block 3012,G5040,U,15724,U,S,24678,0,+38.0376274,-078.5023556,0,0,93.9223181899713,73.2377571261659,87.91656055061185,"Block 3012, Block Group 3, Census Tract 2.02, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.503416, -78.503366, -78.5032, -78.50311, -78.502864, -78.50246, -78.502239, -78.502132, -78.502045, -78.501597, -78.501935, -78.501375, -78.501449, -78.50204, -78.502338, -78.502402, -78.503456, -78.503416, 38.036814, 38.036898, 38.037173, 38.037322, 38.037731, 38.038404, 38.038802, 38.038998, 38.03915, 38.038971, 38.038335, 38.038155, 38.038021, 38.037042, 38.036515, 38.036393, 38.036746, 38.036814))",NA,NA,NA,NA
515400002023013,51,540,000202,3013,Block 3013,G5040,U,15724,U,S,22382,0,+38.0372822,-078.5013743,23,232,94.19270874968672,73.15014948887108,88.18574274113747,"Block 3013, Block Group 3, Census Tract 2.02, Charlottesville city, Virginia",225,7,218,213,199,4,0,10,0,0,5,"list(c(-78.502338, -78.50204, -78.501449, -78.501375, -78.501301, -78.501115, -78.501035, -78.50096, -78.500856, -78.500749, -78.500657, -78.500581, -78.500566, -78.500562, -78.500576, -78.500693, -78.500998, -78.501095, -78.501173, -78.501318, -78.50148, -78.501517, -78.501584, -78.501664, -78.502212, -78.502402, -78.502338, 38.036515, 38.037042, 38.038021, 38.038155, 38.038288, 38.038593, 38.038694, 38.038769, 38.038653, 38.038507, 38.038354, 38.038196, 38.038138, 38.038063, 38.037988, 38.037676, 
38.036937, 38.036684, 38.036521, 38.036255, 38.035996, 38.036037, 38.036092, 38.036136, 38.03633, 38.036393, 38.036515))",3.11,96.89,88.44,1.78
515400003021000,51,540,000302,1000,Block 1000,G5040,U,15724,U,S,1713,0,+38.0377374,-078.4650914,1,10,94.03519080666935,71.21683547076057,88.24566066966338,"Block 1000, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",7,1,6,4,0,4,0,0,0,0,2,"list(c(-78.465847, -78.465549, -78.464487, -78.464267, -78.464337, -78.464419, -78.465917, -78.465847, 38.038348, 38.038132, 38.037345, 38.037194, 38.037129, 38.037185, 38.038291, 38.038348))",14.29,85.71,0,57.14
515400003021001,51,540,000302,1001,Block 1001,G5040,U,15724,U,S,75131,0,+38.0363683,-078.4666261,35,98,93.6862757107548,71.32612932918869,87.69211283758699,"Block 1001, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",66,6,60,58,58,0,0,0,0,0,2,"list(c(-78.468577, -78.468349, -78.468204, -78.467712, -78.467424, -78.467169, -78.466093, -78.465994, -78.465917, -78.464419, -78.464337, -78.464421, -78.465168, -78.465553, -78.465819, -78.466156, -78.466509, -78.466878, -78.466922, -78.467076, -78.467487, -78.467765, -78.467995, -78.468773, -78.468577, 38.035708, 38.036006, 38.036182, 38.036741, 38.037026, 38.037253, 38.038141, 38.038227, 38.038291, 38.037185, 38.037129, 38.037051, 38.036452, 38.036125, 38.035878, 38.035554, 38.03516, 38.034683, 
38.034616, 38.034383, 38.034618, 38.034786, 38.034926, 38.035428, 38.035708))",9.09,90.91,87.88,0
515400003021002,51,540,000302,1002,Block 1002,G5040,U,15724,U,S,15869,0,+38.0363825,-078.4639614,11,21,93.97394007786065,71.97863045467693,88.29905151561567,"Block 1002, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",19,2,17,17,7,10,0,0,0,0,0,"list(c(-78.465168, -78.464421, -78.464337, -78.464089, -78.463915, -78.463695, -78.463511, -78.463353, -78.463068, -78.462963, -78.462907, -78.462867, -78.462844, -78.463817, -78.464317, -78.464862, -78.465168, 38.036452, 38.037051, 38.037129, 38.036962, 38.036855, 38.036734, 38.036641, 38.036567, 38.036446, 38.036266, 38.03615, 38.036029, 38.035893, 38.035819, 38.036046, 38.036298, 38.036452))",10.53,89.47,36.84,52.63
515400003021003,51,540,000302,1003,Block 1003,G5040,U,15724,U,S,6134,0,+38.0359850,-078.4617778,0,0,94.50582799603862,72.11526883033014,89.16820452290196,"Block 1003, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.464267, -78.464129, -78.463969, -78.463745, -78.463519, -78.463422, -78.46323, -78.462888, -78.462433, -78.461991, -78.461678, -78.461009, -78.460028, -78.459592, -78.45943, -78.459545, -78.45971, -78.459948, -78.460063, -78.460499, -78.461109, -78.462508, -78.463068, -78.463353, -78.463511, -78.463695, -78.463915, -78.464089, -78.464337, -78.464267, 38.037194, 38.037099, 38.037, 38.036877, 38.03677, 38.036729, 38.036645, 38.036495, 38.036316, 38.036137, 38.036002, 38.035731, 38.035323, 
38.035124, 38.035036, 38.034919, 38.035012, 38.035133, 38.035192, 38.035391, 38.035642, 38.03622, 38.036446, 38.036567, 38.036641, 38.036734, 38.036855, 38.036962, 38.037129, 38.037194))",NA,NA,NA,NA
515400003021004,51,540,000302,1004,Block 1004,G5040,U,15724,U,S,109359,0,+38.0350081,-078.4634163,80,167,93.86162418441911,71.83173252237734,88.03371009757176,"Block 1004, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",130,5,125,125,101,19,0,5,0,0,0,"list(c(-78.466878, -78.466509, -78.466156, -78.465819, -78.465553, -78.465168, -78.464862, -78.464317, -78.463817, -78.462844, -78.462867, -78.462907, -78.462963, -78.463068, -78.462508, -78.461109, -78.460499, -78.460063, -78.459948, -78.45971, -78.459545, -78.45976, -78.460003, -78.460105, -78.460286, -78.460528, -78.461238, -78.461419, -78.461432, -78.461503, -78.461836, -78.462074, -78.462099, -78.462108, -78.462095, -78.462065, -78.462041, -78.461657, -78.461199, -78.460956, -78.461145, -78.461293, 
-78.461553, -78.461702, -78.462178, -78.462478, -78.462758, -78.463649, -78.464443, -78.464465, -78.464499, -78.464523, -78.464642, -78.465078, -78.465641, -78.466001, -78.466639, -78.466922, -78.466878, 38.034683, 38.03516, 38.035554, 38.035878, 38.036125, 38.036452, 38.036298, 38.036046, 38.035819, 38.035893, 38.036029, 38.03615, 38.036266, 38.036446, 38.03622, 38.035642, 38.035391, 38.035192, 38.035133, 38.035012, 38.034919, 38.034695, 38.034444, 38.034344, 38.034185, 38.034365, 38.03488, 38.035016, 
38.03499, 38.034923, 38.034673, 38.034484, 38.034446, 38.034402, 38.034351, 38.034314, 38.034296, 38.034091, 38.03384, 38.03369, 38.033571, 38.033486, 38.033352, 38.033424, 38.033637, 38.033764, 38.033888, 38.034282, 38.034631, 38.034638, 38.034636, 38.034624, 38.034456, 38.033841, 38.034071, 38.034218, 38.034499, 38.034616, 38.034683))",3.85,96.15,77.69,14.62
515400003021005,51,540,000302,1005,Block 1005,G5040,U,15724,U,S,9083,0,+38.0340529,-078.4643562,15,40,93.73480181747608,71.88694737466534,87.6585185018818,"Block 1005, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",29,0,29,29,20,6,0,1,0,2,0,"list(c(-78.465078, -78.464642, -78.464523, -78.464499, -78.464465, -78.464443, -78.463649, -78.464101, -78.464192, -78.464688, -78.465078, 38.033841, 38.034456, 38.034624, 38.034636, 38.034638, 38.034631, 38.034282, 38.033583, 38.03345, 38.033666, 38.033841))",0,100,68.97,20.69
515400003021006,51,540,000302,1006,Block 1006,G5040,U,15724,U,S,11699,0,+38.0343313,-078.4612221,9,15,93.79161449986645,71.92477234408386,88.56446134127103,"Block 1006, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",12,0,12,12,9,1,0,2,0,0,0,"list(c(-78.462099, -78.462074, -78.461836, -78.461503, -78.461432, -78.461419, -78.461238, -78.460528, -78.460286, -78.460589, -78.460956, -78.461199, -78.461657, -78.462041, -78.462065, -78.462095, -78.462108, -78.462099, 38.034446, 38.034484, 38.034673, 38.034923, 38.03499, 38.035016, 38.03488, 38.034365, 38.034185, 38.033954, 38.03369, 38.03384, 38.034091, 38.034296, 38.034314, 38.034351, 38.034402, 38.034446))",0,100,75,8.33
515400003021007,51,540,000302,1007,Block 1007,G5040,U,15724,U,S,9466,0,+38.0333161,-078.4625372,6,17,93.6027029740183,72.02027443333677,88.5576126901727,"Block 1007, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",13,0,13,13,11,0,0,0,0,2,0,"list(c(-78.46291, -78.462758, -78.462478, -78.462178, -78.461702, -78.461553, -78.462739, -78.462871, -78.463327, -78.46291, 38.033661, 38.033888, 38.033764, 38.033637, 38.033424, 38.033352, 38.032791, 38.032876, 38.033069, 38.033661))",0,100,84.62,0
515400003021008,51,540,000302,1008,Block 1008,G5040,U,15724,U,S,9170,0,+38.0336737,-078.4634780,12,28,93.7579986738122,72.09206796729046,88.04941932014798,"Block 1008, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",27,2,25,19,16,0,3,0,0,0,6,"list(c(-78.464101, -78.463649, -78.462758, -78.46291, -78.463327, -78.463668, -78.463945, -78.464192, -78.464101, 38.033583, 38.034282, 38.033888, 38.033661, 38.033069, 38.033217, 38.033343, 38.03345, 38.033583))",7.41,92.59,59.26,0
515400003021009,51,540,000302,1009,Block 1009,G5040,U,15724,U,S,10544,0,+38.0340256,-078.4678131,18,40,93.15404496102963,71.11310966059847,87.51283717605303,"Block 1009, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",28,0,28,28,26,2,0,0,0,0,0,"list(c(-78.468569, -78.467765, -78.467487, -78.467076, -78.467446, -78.467646, -78.467822, -78.467974, -78.468569, 38.03362, 38.034786, 38.034618, 38.034383, 38.033842, 38.033572, 38.033308, 38.033366, 38.03362))",0,100,92.86,7.14
515400003021010,51,540,000302,1010,Block 1010,G5040,U,15724,U,S,17609,0,+38.0344868,-078.4687109,16,33,93.52975979718295,71.34900080073963,87.88968940214677,"Block 1010, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",28,0,28,26,26,0,0,0,0,0,2,"list(c(-78.469684, -78.468773, -78.467995, -78.467765, -78.468569, -78.468906, -78.469684, 38.0341, 38.035428, 38.034926, 38.034786, 38.03362, 38.033755, 38.0341))",0,100,92.86,0
515400003021011,51,540,000302,1011,Block 1011,G5040,U,15724,U,S,12213,0,+38.0334233,-078.4694169,12,37,93.35476977030436,71.98237635294596,87.80412101745605,"Block 1011, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",31,0,31,31,28,0,0,3,0,0,0,"list(c(-78.47027, -78.469684, -78.468906, -78.468569, -78.468823, -78.469153, -78.469428, -78.469992, -78.47027, 38.033241, 38.0341, 38.033755, 38.03362, 38.033211, 38.03275, 38.032874, 38.033113, 38.033241))",0,100,90.32,0
515400003021012,51,540,000302,1012,Block 1012,G5040,U,15724,U,S,11550,0,+38.0325880,-078.4699963,8,15,93.54480763310971,72.55976151176121,88.38576056438944,"Block 1012, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",11,0,11,10,7,0,0,3,0,0,1,"list(c(-78.470803, -78.4707, -78.47027, -78.469992, -78.469428, -78.469153, -78.469712, -78.470423, -78.470842, -78.470803, 38.032467, 38.032614, 38.033241, 38.033113, 38.032874, 38.03275, 38.031948, 38.032237, 38.032414, 38.032467))",0,100,63.64,0
515400003021013,51,540,000302,1013,Block 1013,G5040,U,15724,U,S,13434,0,+38.0329260,-078.4682273,15,41,93.50224437135638,71.9025834979433,87.75466560594964,"Block 1013, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",30,3,27,26,24,1,0,1,0,0,1,"list(c(-78.468823, -78.468569, -78.467974, -78.467822, -78.467297, -78.467572, -78.467908, -78.468298, -78.468782, -78.469153, -78.468823, 38.033211, 38.03362, 38.033366, 38.033308, 38.033111, 38.032725, 38.032232, 38.032402, 38.032603, 38.03275, 38.033211))",10,90,80,3.33
515400003021014,51,540,000302,1014,Block 1014,G5040,U,15724,U,S,29362,0,+38.0335940,-078.4664454,28,48,93.30493710492108,71.48367734857507,87.33062909100506,"Block 1014, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",38,3,35,35,35,0,0,0,0,0,0,"list(c(-78.467646, -78.467446, -78.467076, -78.466922, -78.466639, -78.466001, -78.465641, -78.465078, -78.46571, -78.465912, -78.467297, -78.467822, -78.467646, 38.033572, 38.033842, 38.034383, 38.034616, 38.034499, 38.034218, 38.034071, 38.033841, 38.032909, 38.032611, 38.033111, 38.033308, 38.033572))",7.89,92.11,92.11,0
515400003021015,51,540,000302,1015,Block 1015,G5040,U,15724,U,S,12391,0,+38.0331924,-078.4647978,13,23,93.68081759618333,72.01667300137606,87.65860470858487,"Block 1015, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",21,2,19,18,18,0,0,0,0,0,1,"list(c(-78.46571, -78.465078, -78.464688, -78.464192, -78.463945, -78.463668, -78.463803, -78.463981, -78.464273, -78.464493, -78.464923, -78.46502, -78.465118, -78.465214, -78.465288, -78.46571, 38.032909, 38.033841, 38.033666, 38.03345, 38.033343, 38.033217, 38.033135, 38.033042, 38.032913, 38.032827, 38.032697, 38.032684, 38.032684, 38.032699, 38.03272, 38.032909))",9.52,90.48,85.71,0
515400003021016,51,540,000302,1016,Block 1016,G5040,U,15724,U,S,23559,0,+38.0324782,-078.4646628,21,37,93.7228098358283,72.02123180019201,88.29552527319026,"Block 1016, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",29,2,27,24,15,3,0,5,0,1,3,"list(c(-78.466168, -78.465912, -78.46571, -78.465288, -78.465214, -78.465118, -78.46502, -78.464923, -78.464493, -78.464273, -78.463981, -78.463803, -78.463668, -78.463327, -78.462871, -78.462739, -78.463007, -78.463387, -78.463474, -78.463651, -78.463838, -78.464123, -78.46437, -78.465042, -78.46528, -78.465427, -78.465572, -78.465658, -78.465803, -78.466377, -78.466168, 38.032233, 38.032611, 38.032909, 38.03272, 38.032699, 38.032684, 38.032684, 38.032697, 38.032827, 38.032913, 38.033042, 38.033135, 
38.033217, 38.033069, 38.032876, 38.032791, 38.032665, 38.032483, 38.032441, 38.03236, 38.032284, 38.032183, 38.032119, 38.031955, 38.031903, 38.031872, 38.031852, 38.031847, 38.03185, 38.031909, 38.032233))",6.9,93.1,51.72,10.34
515400003021017,51,540,000302,1017,Block 1017,G5040,U,15724,U,S,15118,0,+38.0324265,-078.4669742,13,18,93.85753131222415,72.07480606475434,88.00468147575081,"Block 1017, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",17,0,17,17,17,0,0,0,0,0,0,"list(c(-78.467908, -78.467572, -78.467297, -78.465912, -78.466168, -78.466377, -78.466753, -78.466894, -78.467229, -78.467477, -78.467778, -78.468087, -78.467908, 38.032232, 38.032725, 38.033111, 38.032611, 38.032233, 38.031909, 38.031949, 38.031964, 38.03199, 38.031997, 38.03199, 38.031967, 38.032232))",0,100,100,0
515400003021018,51,540,000302,1018,Block 1018,G5040,U,15724,U,S,9637,0,+38.0322033,-078.4688817,5,15,93.94242533047994,72.35288079579671,87.97095425923665,"Block 1018, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",11,0,11,11,8,1,0,2,0,0,0,"list(c(-78.469712, -78.469153, -78.468782, -78.468298, -78.467908, -78.468087, -78.469036, -78.469825, -78.469712, 38.031948, 38.03275, 38.032603, 38.032402, 38.032232, 38.031967, 38.031874, 38.031788, 38.031948))",0,100,72.73,9.09
515400003021019,51,540,000302,1019,Block 1019,G5040,U,15724,U,S,105857,0,+38.0308360,-078.4674784,129,195,93.98189119220005,72.06846004262539,87.80414362801045,"Block 1019, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",162,12,150,149,134,15,0,0,0,0,1,"list(c(-78.470698, -78.470402, -78.4703, -78.470133, -78.469825, -78.469036, -78.468087, -78.467778, -78.467477, -78.467229, -78.466894, -78.466753, -78.466377, -78.465803, -78.465658, -78.465572, -78.465427, -78.46528, -78.465026, -78.464707, -78.46495, -78.465726, -78.465821, -78.466346, -78.466448, -78.466609, -78.466713, -78.466524, -78.466233, -78.466205, -78.466617, -78.467661, -78.467864, -78.46811, -78.468121, -78.468297, -78.468942, -78.470281, -78.470865, -78.470698, 38.031001, 38.031528, 
38.03174, 38.031754, 38.031788, 38.031874, 38.031967, 38.03199, 38.031997, 38.03199, 38.031964, 38.031949, 38.031909, 38.03185, 38.031847, 38.031852, 38.031872, 38.031903, 38.031287, 38.030549, 38.030166, 38.028953, 38.028806, 38.02902, 38.029071, 38.029167, 38.029221, 38.029502, 38.030011, 38.030052, 38.03021, 38.030582, 38.03024, 38.029775, 38.029723, 38.029782, 38.030015, 38.030476, 38.030685, 38.031001))",7.41,92.59,82.72,9.26
515400003021020,51,540,000302,1020,Block 1020,G5040,U,15724,U,S,14407,0,+38.0299008,-078.4671757,20,56,93.98509381701062,71.8473644656735,87.4819421301355,"Block 1020, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",46,4,42,40,31,9,0,0,0,0,2,"list(c(-78.46811, -78.467864, -78.467661, -78.466617, -78.466205, -78.466233, -78.466524, -78.466713, -78.467689, -78.468121, -78.46811, 38.029775, 38.03024, 38.030582, 38.03021, 38.030052, 38.030011, 38.029502, 38.029221, 38.029577, 38.029723, 38.029775))",8.7,91.3,67.39,19.57
515400003021021,51,540,000302,1021,Block 1021,G5040,U,15724,U,S,12788,0,+38.0316025,-078.4644991,1,5,93.73978219820758,71.9580854280727,88.37840012678011,"Block 1021, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",3,0,3,0,0,0,0,0,0,0,3,"list(c(-78.465042, -78.46437, -78.464123, -78.463838, -78.463651, -78.463474, -78.463515, -78.463773, -78.464707, -78.465026, -78.46528, -78.465042, 38.031955, 38.032119, 38.032183, 38.032284, 38.03236, 38.032441, 38.032364, 38.031988, 38.030549, 38.031287, 38.031903, 38.031955))",0,100,0,0
515400003021022,51,540,000302,1022,Block 1022,G5040,U,15724,U,S,29428,0,+38.0286607,-078.4672187,37,69,94.07508642495084,71.66788716218909,87.8813321120074,"Block 1022, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",60,4,56,56,48,0,1,5,0,2,0,"list(c(-78.468384, -78.468285, -78.46819, -78.468151, -78.46813, -78.468116, -78.468121, -78.467689, -78.466713, -78.466609, -78.466448, -78.466346, -78.465821, -78.466141, -78.466519, -78.466877, -78.467015, -78.467101, -78.467218, -78.467385, -78.467482, -78.467585, -78.467645, -78.468057, -78.4685, -78.468384, 38.028425, 38.028594, 38.028789, 38.028907, 38.029027, 38.029468, 38.029723, 38.029577, 38.029221, 38.029167, 38.029071, 38.02902, 38.028806, 38.028306, 38.027715, 38.027874, 38.027924, 
38.027947, 38.02797, 38.027989, 38.027984, 38.027964, 38.027966, 38.028098, 38.028264, 38.028425))",6.67,93.33,80,0
515400003021023,51,540,000302,1023,Block 1023,G5040,U,15724,U,S,43273,0,+38.0295132,-078.4696765,32,65,93.67886620360764,71.82034906118626,87.41703787576795,"Block 1023, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",54,0,54,54,47,0,0,7,0,0,0,"list(c(-78.471565, -78.4712, -78.470865, -78.470281, -78.468942, -78.468297, -78.468121, -78.468116, -78.46813, -78.468151, -78.46819, -78.468285, -78.468384, -78.4685, -78.469154, -78.469226, -78.46956, -78.46962, -78.471436, -78.471485, -78.471533, -78.471565, 38.02943, 38.030052, 38.030685, 38.030476, 38.030015, 38.029782, 38.029723, 38.029468, 38.029027, 38.028907, 38.028789, 38.028594, 38.028425, 38.028264, 38.028561, 38.028594, 38.028778, 38.028807, 38.029442, 38.029447, 38.029442, 38.02943
))",0,100,87.04,0
515400003021024,51,540,000302,1024,Block 1024,G5040,U,15724,U,S,16595,0,+38.0302363,-078.4717805,7,15,94.01007521296123,73.1510427543916,88.75531447077373,"Block 1024, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",7,0,7,7,6,0,0,0,0,1,0,"list(c(-78.472602, -78.471919, -78.471575, -78.470865, -78.4712, -78.471565, -78.471607, -78.471654, -78.472753, -78.472602, 38.030097, 38.031043, 38.030932, 38.030685, 38.030052, 38.02943, 38.029422, 38.029427, 38.029883, 38.030097))",0,100,85.71,0
515400003021025,51,540,000302,1025,Block 1025,G5040,U,15724,U,S,18395,0,+38.0309274,-078.4726724,0,0,94.12072869378167,73.78614151413376,89.45141502586571,"Block 1025, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.473516, -78.473227, -78.473042, -78.471851, -78.471427, -78.471919, -78.472602, -78.472834, -78.473774, -78.473516, 38.030821, 38.031224, 38.031516, 38.031603, 38.031642, 38.031043, 38.030097, 38.030169, 38.030447, 38.030821))",NA,NA,NA,NA
515400003021026,51,540,000302,1026,Block 1026,G5040,U,15724,U,S,7052,0,+38.0310048,-078.4737533,15,15,94.42113992902968,73.77581246693929,89.22485213809543,"Block 1026, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",13,0,13,13,12,0,0,0,0,1,0,"list(c(-78.47431, -78.474113, -78.474004, -78.473934, -78.473867, -78.473771, -78.473708, -78.473549, -78.473386, -78.473042, -78.473227, -78.473516, -78.473774, -78.474422, -78.47431, 38.030811, 38.031085, 38.031242, 38.031314, 38.031366, 38.031415, 38.031439, 38.031474, 38.031494, 38.031516, 38.031224, 38.030821, 38.030447, 38.030641, 38.030811))",0,100,92.31,0
515400003021027,51,540,000302,1027,Block 1027,G5040,U,15724,U,S,25191,0,+38.0297770,-078.4739096,0,0,94.03400782696214,73.21780649820964,89.33514572817637,"Block 1027, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.475087, -78.474976, -78.474422, -78.473774, -78.472834, -78.472602, -78.472753, -78.473256, -78.473371, -78.473494, -78.473881, -78.474738, -78.475076, -78.475233, -78.475087, 38.02972, 38.029855, 38.030641, 38.030447, 38.030169, 38.030097, 38.029883, 38.029181, 38.02903, 38.02885, 38.029003, 38.029364, 38.029501, 38.029575, 38.02972))",NA,NA,NA,NA
515400003021028,51,540,000302,1028,Block 1028,G5040,U,15724,U,S,6731,0,+38.0319628,-078.4705985,1,9,93.54743393607761,72.90411354838938,88.50134918655175,"Block 1028, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",7,0,7,6,2,0,0,4,0,0,1,"list(c(-78.471328, -78.471136, -78.470914, -78.470842, -78.470423, -78.469712, -78.469825, -78.470133, -78.4703, -78.471427, -78.471328, 38.031764, 38.032016, 38.032316, 38.032414, 38.032237, 38.031948, 38.031788, 38.031754, 38.03174, 38.031642, 38.031764))",0,100,28.57,0
515400003021029,51,540,000302,1029,Block 1029,G5040,U,15724,U,S,9460,0,+38.0312611,-078.4710850,1,2,93.77596572072882,73.0044060154965,88.90944157650596,"Block 1029, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",1,0,1,1,1,0,0,0,0,0,0,"list(c(-78.471919, -78.471427, -78.4703, -78.470402, -78.470698, -78.470865, -78.471575, -78.471919, 38.031043, 38.031642, 38.03174, 38.031528, 38.031001, 38.030685, 38.030932, 38.031043))",0,100,100,0
515400003021030,51,540,000302,1030,Block 1030,G5040,U,15724,U,S,16196,0,+38.0291002,-078.4725091,37,48,94.03974788174307,73.08652781855109,88.73738458551512,"Block 1030, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",47,0,47,46,43,0,0,0,0,3,1,"list(c(-78.473371, -78.473256, -78.472753, -78.471654, -78.471607, -78.471565, -78.472181, -78.472823, -78.473016, -78.473494, -78.473371, 38.02903, 38.029181, 38.029883, 38.029427, 38.029422, 38.02943, 38.02831, 38.028572, 38.028655, 38.02885, 38.02903))",0,100,91.49,0
515400003021031,51,540,000302,1031,Block 1031,G5040,U,15724,U,S,33474,0,+38.0284482,-078.4706786,18,30,93.81632115819433,72.13654244912637,88.27588435909054,"Block 1031, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",23,2,21,21,18,0,0,3,0,0,0,"list(c(-78.471565, -78.471533, -78.471485, -78.471436, -78.46962, -78.46956, -78.469226, -78.469154, -78.469939, -78.472181, -78.471565, 38.02943, 38.029442, 38.029447, 38.029442, 38.028807, 38.028778, 38.028594, 38.028561, 38.027392, 38.02831, 38.02943))",8.7,91.3,78.26,0
515400003021032,51,540,000302,1032,Block 1032,G5040,U,15724,U,S,38354,0,+38.0274752,-078.4682187,17,40,94.032753424435,72.08712644355242,88.17052654887355,"Block 1032, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",33,12,21,17,15,0,0,2,0,0,4,"list(c(-78.469154, -78.4685, -78.468057, -78.467645, -78.467585, -78.467482, -78.467385, -78.467218, -78.467101, -78.467015, -78.466877, -78.466519, -78.466682, -78.466911, -78.467172, -78.467408, -78.468796, -78.469939, -78.469154, 38.028561, 38.028264, 38.028098, 38.027966, 38.027964, 38.027984, 38.027989, 38.02797, 38.027947, 38.027924, 38.027874, 38.027715, 38.027461, 38.027104, 38.026728, 38.026364, 38.026927, 38.027392, 38.028561))",36.36,63.64,45.45,0
515400003021033,51,540,000302,1033,Block 1033,G5040,U,15724,U,S,19215,0,+38.0288791,-078.4748753,0,0,93.76883888244629,73.1614461739858,89.09528517723083,"Block 1033, Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.476434, -78.476274, -78.476119, -78.475932, -78.475804, -78.475702, -78.475426, -78.475233, -78.475076, -78.474738, -78.473881, -78.473494, -78.473781, -78.473863, -78.473904, -78.473956, -78.474024, -78.474058, -78.47447, -78.474776, -78.47502, -78.475282, -78.475815, -78.476288, -78.476434, 38.028702, 38.028863, 38.028994, 38.029129, 38.029211, 38.029274, 38.029435, 38.029575, 38.029501, 38.029364, 38.029003, 38.02885, 38.02843, 38.028309, 38.028278, 38.028258, 38.028252, 38.028257, 
38.028391, 38.028474, 38.028528, 38.028574, 38.028638, 38.028684, 38.028702))",NA,NA,NA,NA
