GEOID20,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,HOUSING20,POP20,af_t_f,am_t_f,pm_t_f,NAME,Totalpop,Hisp,NonHisp,OneRacepop,WhiteAlone,BlackAlone,AIANalone,AsianAlone,NHPIalone,OtherRaceAlone,TwoOrMorepop,geometry,percHisp,percNonHisp,percWhite,percBlack
515400002011000,51,540,000201,1000,Block 1000,G5040,U,15724,U,S,137948,0,+38.0425233,-078.4820629,38,84,93.94632396064561,71.76653449702526,87.72892150315852,"Block 1000, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",67,2,65,65,58,7,0,0,0,0,0,"list(c(-78.484059, -78.484044, -78.484043, -78.484032, -78.48401, -78.483999, -78.483985, -78.483963, -78.483887, -78.483497, -78.483221, -78.482943, -78.481233, -78.480846, -78.480291, -78.480202, -78.480116, -78.480053, -78.479981, -78.479933, -78.479849, -78.479783, -78.479756, -78.479702, -78.47958, -78.479453, -78.479332, -78.479202, -78.479101, -78.478988, -78.478927, -78.47874, -78.478677, -78.47849, -78.478427, -78.478481, -78.480634, -78.480718, -78.480873, -78.481158, -78.481473, -78.482439, 
-78.482689, -78.482998, -78.483145, -78.482902, -78.482844, -78.482801, -78.482781, -78.48278, -78.482794, -78.482811, -78.48299, -78.483468, -78.483671, -78.483465, -78.483379, -78.483365, -78.483374, -78.483398, -78.483703, -78.483873, -78.483914, -78.483941, -78.483945, -78.483931, -78.483902, -78.483898, -78.483907, -78.483927, -78.483967, -78.48402, -78.484072, -78.484059, 38.041465, 38.041529, 38.041557, 38.041792, 38.042606, 38.043147, 38.04379, 38.043959, 38.044303, 38.04426, 38.04424, 38.04423, 
38.044205, 38.04419, 38.044153, 38.04416, 38.044182, 38.044209, 38.044252, 38.044295, 38.044394, 38.044495, 38.044555, 38.044843, 38.044864, 38.044899, 38.044947, 38.045016, 38.045081, 38.045172, 38.045232, 38.045481, 38.045564, 38.045334, 38.045266, 38.04519, 38.042197, 38.042081, 38.041866, 38.041471, 38.041048, 38.039756, 38.039413, 38.038976, 38.039076, 38.039233, 38.039287, 38.03935, 38.039404, 38.039441, 38.039486, 38.039511, 38.039662, 38.039969, 38.040087, 38.040302, 38.040383, 38.040421, 
38.040453, 38.04048, 38.040683, 38.040818, 38.040869, 38.040939, 38.040999, 38.041059, 38.041128, 38.041189, 38.041238, 38.041284, 38.041336, 38.04138, 38.041407, 38.041465), c(-78.481908, -78.481887, -78.481867, -78.481838, -78.4818, -78.481755, -78.481689, -78.481574, -78.481448, -78.481348, -78.481288, -78.48124, -78.481207, -78.481192, -78.481237, -78.481341, -78.481566, -78.481677, -78.481731, -78.481793, -78.481836, -78.481878, -78.481901, -78.481908, 38.043155, 38.04274, 38.042686, 38.042647, 
38.042614, 38.042587, 38.042565, 38.042556, 38.042562, 38.042578, 38.042613, 38.042659, 38.042713, 38.042771, 38.043507, 38.043495, 38.043503, 38.0435, 38.043489, 38.043463, 38.043435, 38.04339, 38.043349, 38.043155))",2.99,97.01,86.57,10.45
515400002011001,51,540,000201,1001,Block 1001,G5040,U,15724,U,S,33776,0,+38.0446617,-078.4819820,28,63,93.77661832355838,71.41538494295924,87.45942375379852,"Block 1001, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",47,0,47,47,45,0,0,2,0,0,0,"list(c(-78.483794, -78.483732, -78.483701, -78.483541, -78.482181, -78.481964, -78.481797, -78.48167, -78.480367, -78.480233, -78.479901, -78.479793, -78.479702, -78.479756, -78.479783, -78.479849, -78.479933, -78.479981, -78.480053, -78.480116, -78.480202, -78.480291, -78.480846, -78.481233, -78.482943, -78.483221, -78.483497, -78.483887, -78.483794, 38.044792, 38.045194, 38.045344, 38.045328, 38.045147, 38.045131, 38.045085, 38.045056, 38.044871, 38.044857, 38.044834, 38.044835, 38.044843, 38.044555, 
38.044495, 38.044394, 38.044295, 38.044252, 38.044209, 38.044182, 38.04416, 38.044153, 38.04419, 38.044205, 38.04423, 38.04424, 38.04426, 38.044303, 38.044792))",0,100,95.74,0
515400002011002,51,540,000201,1002,Block 1002,G5040,U,15724,U,S,5700,0,+38.0395887,-078.4833639,5,14,93.59511686626233,72.04189220227693,87.91947174072266,"Block 1002, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",13,3,10,10,3,5,0,1,0,1,0,"list(c(-78.483931, -78.483671, -78.483468, -78.48299, -78.482811, -78.482794, -78.48278, -78.482781, -78.482801, -78.482844, -78.482902, -78.483145, -78.483152, -78.483165, -78.483452, -78.483757, -78.484022, -78.483931, 38.03981, 38.040087, 38.039969, 38.039662, 38.039511, 38.039486, 38.039441, 38.039404, 38.03935, 38.039287, 38.039233, 38.039076, 38.039105, 38.039124, 38.039346, 38.039553, 38.039721, 38.03981))",23.08,76.92,23.08,38.46
515400002011003,51,540,000201,1003,Block 1003,G5040,U,15724,U,S,5953,0,+38.0430364,-078.4815497,10,24,94.19106846470987,72.01558131556357,87.78929088961694,"Block 1003, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",18,4,14,14,12,0,0,2,0,0,0,"list(c(-78.481901, -78.481878, -78.481836, -78.481793, -78.481731, -78.481677, -78.481566, -78.481341, -78.481237, -78.481192, -78.481207, -78.48124, -78.481288, -78.481348, -78.481448, -78.481574, -78.481689, -78.481755, -78.4818, -78.481838, -78.481867, -78.481887, -78.481908, -78.481901, 38.043349, 38.04339, 38.043435, 38.043463, 38.043489, 38.0435, 38.043503, 38.043495, 38.043507, 38.042771, 38.042713, 38.042659, 38.042613, 38.042578, 38.042562, 38.042556, 38.042565, 38.042587, 38.042614, 38.042647, 
38.042686, 38.04274, 38.043155, 38.043349))",22.22,77.78,66.67,0
515400002011004,51,540,000201,1004,Block 1004,G5040,U,15724,U,S,57623,0,+38.0435811,-078.4856108,43,107,93.59490024342256,71.49755406627193,87.01899927792665,"Block 1004, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",86,10,76,73,65,8,0,0,0,0,3,"list(c(-78.48748, -78.486266, -78.485205, -78.483887, -78.483963, -78.483985, -78.483999, -78.48401, -78.484273, -78.48519, -78.486052, -78.486538, -78.486878, -78.487175, -78.487103, -78.487026, -78.487016, -78.487017, -78.487031, -78.487054, -78.487117, -78.487158, -78.48724, -78.487317, -78.487409, -78.48748, 38.044708, 38.044572, 38.044459, 38.044303, 38.043959, 38.04379, 38.043147, 38.042606, 38.042621, 38.042624, 38.042625, 38.042619, 38.042631, 38.042653, 38.043002, 38.043438, 38.043567, 38.043618, 
38.043748, 38.04385, 38.044044, 38.044143, 38.044305, 38.044431, 38.04457, 38.044708))",11.63,88.37,75.58,9.3
515400002011005,51,540,000201,1005,Block 1005,G5040,U,15724,U,S,38722,0,+38.0450398,-078.4856930,22,49,93.56945934148558,71.27818714132039,86.71167790430064,"Block 1005, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",45,0,45,44,40,1,0,3,0,0,1,"list(c(-78.48767, -78.487009, -78.485673, -78.484536, -78.483701, -78.483732, -78.483794, -78.483887, -78.485205, -78.486266, -78.48748, -78.487531, -78.487565, -78.487659, -78.48767, 38.045775, 38.045701, 38.045549, 38.045424, 38.045344, 38.045194, 38.044792, 38.044303, 38.044459, 38.044572, 38.044708, 38.044845, 38.044988, 38.045648, 38.045775))",0,100,88.89,2.22
515400002011006,51,540,000201,1006,Block 1006,G5040,U,15724,U,S,24298,0,+38.0453667,-078.4887869,17,40,92.69425568639984,70.96498376996685,85.86183983260665,"Block 1006, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",35,0,35,35,27,3,0,4,0,1,0,"list(c(-78.490026, -78.490015, -78.489937, -78.489914, -78.489923, -78.489931, -78.489159, -78.488485, -78.48767, -78.487659, -78.487565, -78.487531, -78.48748, -78.48944, -78.49002, -78.490026, 38.045129, 38.045289, 38.045722, 38.045903, 38.046001, 38.046034, 38.045947, 38.045866, 38.045775, 38.045648, 38.044988, 38.044845, 38.044708, 38.044927, 38.044987, 38.045129))",0,100,77.14,8.57
515400002011007,51,540,000201,1007,Block 1007,G5040,U,15724,U,S,186203,0,+38.0436729,-078.4904681,148,388,93.010512907573,71.28400320183404,86.51394638956202,"Block 1007, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",299,18,281,268,205,56,0,6,0,1,13,"list(c(-78.493136, -78.492673, -78.492393, -78.490879, -78.490161, -78.489931, -78.489923, -78.489914, -78.489937, -78.490015, -78.490026, -78.49002, -78.489985, -78.489939, -78.489907, -78.489883, -78.489839, -78.489782, -78.489714, -78.489639, -78.489304, -78.48876, -78.487407, -78.487017, -78.487016, -78.487026, -78.487103, -78.487175, -78.486878, -78.486538, -78.486532, -78.486543, -78.486692, -78.487468, -78.488089, -78.488463, -78.490116, -78.49029, -78.490393, -78.490858, -78.490855, -78.491215, 
-78.491512, -78.491698, -78.491895, -78.492174, -78.492187, -78.492211, -78.492346, -78.492456, -78.492559, -78.492774, -78.492907, -78.492968, -78.492991, -78.493026, -78.493044, -78.493069, -78.493085, -78.493097, -78.493136, 38.046377, 38.046364, 38.046344, 38.046165, 38.046062, 38.046034, 38.046001, 38.045903, 38.045722, 38.045289, 38.045129, 38.044987, 38.044567, 38.044261, 38.044114, 38.044068, 38.044015, 38.043972, 38.043939, 38.043919, 38.043884, 38.043827, 38.043661, 38.043618, 38.043567, 
38.043438, 38.043002, 38.042653, 38.042631, 38.042619, 38.042521, 38.042354, 38.041621, 38.041718, 38.04179, 38.041826, 38.042029, 38.041736, 38.041728, 38.041689, 38.041637, 38.041631, 38.041634, 38.041645, 38.041669, 38.041686, 38.041761, 38.041881, 38.042265, 38.042549, 38.04278, 38.04325, 38.043564, 38.043769, 38.043863, 38.044055, 38.044279, 38.04488, 38.045473, 38.045725, 38.046377))",6.02,93.98,68.56,18.73
515400002011008,51,540,000201,1008,Block 1008,G5040,U,15724,U,S,27651,0,+38.0443048,-078.4885681,14,31,93.16923110032167,71.07959657074302,86.34382569234431,"Block 1008, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",28,1,27,25,22,0,0,3,0,0,2,"list(c(-78.49002, -78.48944, -78.48748, -78.487409, -78.487317, -78.48724, -78.487158, -78.487117, -78.487054, -78.487031, -78.487017, -78.487407, -78.48876, -78.489304, -78.489639, -78.489714, -78.489782, -78.489839, -78.489883, -78.489907, -78.489939, -78.489985, -78.49002, 38.044987, 38.044927, 38.044708, 38.04457, 38.044431, 38.044305, 38.044143, 38.044044, 38.04385, 38.043748, 38.043618, 38.043661, 38.043827, 38.043884, 38.043919, 38.043939, 38.043972, 38.044015, 38.044068, 38.044114, 38.044261, 
38.044567, 38.044987))",3.57,96.43,78.57,0
515400002011009,51,540,000201,1009,Block 1009,G5040,U,15724,U,S,29084,0,+38.0420347,-078.4852599,26,84,93.93092539503768,71.64819232837574,87.49070564476219,"Block 1009, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",50,0,50,44,40,0,0,4,0,0,6,"list(c(-78.486543, -78.486532, -78.486538, -78.486052, -78.48519, -78.484273, -78.48401, -78.484032, -78.484043, -78.484044, -78.484059, -78.484072, -78.48411, -78.484304, -78.484715, -78.485102, -78.485691, -78.485777, -78.486692, -78.486543, 38.042354, 38.042521, 38.042619, 38.042625, 38.042624, 38.042621, 38.042606, 38.041792, 38.041557, 38.041529, 38.041465, 38.041407, 38.041305, 38.041333, 38.041391, 38.041435, 38.041502, 38.041512, 38.041621, 38.042354))",0,100,80,0
515400002011010,51,540,000201,1010,Block 1010,G5040,U,15724,U,S,1747,0,+38.0386498,-078.4834062,0,0,93.55378812902114,71.70883851892808,88.54803915584789,"Block 1010, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.483806, -78.483157, -78.483145, -78.482998, -78.483626, -78.483806, 38.038375, 38.039037, 38.039076, 38.038976, 38.038253, 38.038375))",NA,NA,NA,NA
515400002011011,51,540,000201,1011,Block 1011,G5040,U,15724,U,S,10981,0,+38.0390518,-078.4839254,11,26,93.43259242664683,71.75077084628019,88.16302490234375,"Block 1011, Block Group 1, Census Tract 2.01, Charlottesville city, Virginia",14,0,14,13,8,5,0,0,0,0,1,"list(c(-78.484346, -78.484022, -78.483757, -78.483452, -78.483165, -78.483152, -78.483145, -78.483157, -78.483806, -78.484343, -78.484768, -78.484346, 38.039404, 38.039721, 38.039553, 38.039346, 38.039124, 38.039105, 38.039076, 38.039037, 38.038375, 38.038738, 38.039016, 38.039404))",0,100,57.14,35.71
515400002012000,51,540,000201,2000,Block 2000,G5040,U,15724,U,S,12025,0,+38.0404603,-078.4841466,21,42,93.56349642414692,71.86275948768805,87.7988616691148,"Block 2000, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",27,3,24,24,9,13,0,2,0,0,0,"list(c(-78.484601, -78.484284, -78.484203, -78.484136, -78.48411, -78.484072, -78.48402, -78.483967, -78.483927, -78.483907, -78.483898, -78.483902, -78.483931, -78.483945, -78.483941, -78.483914, -78.483873, -78.483703, -78.483398, -78.483374, -78.483365, -78.483379, -78.483465, -78.483671, -78.483931, -78.484022, -78.485004, -78.484601, 38.040731, 38.041038, 38.04114, 38.041249, 38.041305, 38.041407, 38.04138, 38.041336, 38.041284, 38.041238, 38.041189, 38.041128, 38.041059, 38.040999, 38.040939, 
38.040869, 38.040818, 38.040683, 38.04048, 38.040453, 38.040421, 38.040383, 38.040302, 38.040087, 38.03981, 38.039721, 38.040374, 38.040731))",11.11,88.89,33.33,48.15
515400002012001,51,540,000201,2001,Block 2001,G5040,U,15724,U,S,141064,0,+38.0407187,-078.4884310,23,56,93.64747603487733,71.78895865845243,87.41091854918659,"Block 2001, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",52,7,45,42,19,21,0,2,0,0,3,"list(c(-78.492177, -78.492157, -78.492156, -78.492162, -78.492174, -78.491895, -78.491698, -78.491512, -78.491215, -78.490855, -78.490858, -78.490393, -78.49029, -78.490116, -78.488463, -78.488089, -78.487468, -78.486692, -78.485777, -78.485691, -78.485102, -78.484715, -78.484304, -78.48411, -78.484136, -78.484203, -78.484284, -78.484601, -78.485004, -78.485483, -78.485769, -78.486515, -78.487158, -78.487338, -78.48753, -78.487715, -78.488458, -78.489114, -78.489562, -78.489618, -78.489675, -78.489715, 
-78.490308, -78.491243, -78.491352, -78.491638, -78.491734, -78.49195, -78.492031, -78.492096, -78.492142, -78.49217, -78.492184, -78.492177, 38.041057, 38.041297, 38.041472, 38.041539, 38.041686, 38.041669, 38.041645, 38.041634, 38.041631, 38.041637, 38.041689, 38.041728, 38.041736, 38.042029, 38.041826, 38.04179, 38.041718, 38.041621, 38.041512, 38.041502, 38.041435, 38.041391, 38.041333, 38.041305, 38.041249, 38.04114, 38.041038, 38.040731, 38.040374, 38.03995, 38.039679, 38.038974, 38.039373, 
38.039481, 38.039577, 38.039654, 38.039951, 38.040198, 38.040378, 38.040388, 38.040379, 38.040357, 38.039922, 38.039258, 38.039348, 38.039676, 38.039793, 38.04006, 38.040187, 38.04032, 38.040458, 38.040599, 38.040807, 38.041057))",13.46,86.54,36.54,40.38
515400002012002,51,540,000201,2002,Block 2002,G5040,U,15724,U,S,20711,0,+38.0413541,-078.4938975,92,157,93.36990200135766,72.17305960306307,88.23076797113185,"Block 2002, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",153,2,151,142,100,8,0,34,0,0,9,"list(c(-78.495616, -78.495467, -78.495145, -78.494438, -78.494395, -78.494253, -78.494135, -78.493997, -78.493856, -78.493536, -78.492733, -78.492596, -78.492489, -78.492187, -78.492174, -78.492162, -78.492156, -78.493056, -78.493075, -78.493176, -78.493239, -78.493335, -78.493454, -78.493543, -78.493565, -78.493601, -78.493636, -78.493681, -78.493844, -78.49413, -78.49448, -78.495266, -78.495341, -78.495535, -78.495718, -78.495616, 38.041018, 38.041119, 38.041302, 38.041699, 38.041719, 38.041777, 
38.041814, 38.041839, 38.041849, 38.041838, 38.041789, 38.041783, 38.041779, 38.041761, 38.041686, 38.041539, 38.041472, 38.041095, 38.041084, 38.041001, 38.040974, 38.040956, 38.04091, 38.041201, 38.041233, 38.041256, 38.041265, 38.041264, 38.041209, 38.041101, 38.040955, 38.040661, 38.040698, 38.040807, 38.040926, 38.041018))",1.31,98.69,65.36,5.23
515400002012003,51,540,000201,2003,Block 2003,G5040,U,15724,U,S,29084,0,+38.0394031,-078.4883211,47,106,92.8495417294437,71.73140220119528,87.73088003184698,"Block 2003, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",88,3,85,83,21,61,0,0,1,0,2,"list(c(-78.490308, -78.489715, -78.489675, -78.489618, -78.489562, -78.489114, -78.488458, -78.487715, -78.48753, -78.487338, -78.487158, -78.486515, -78.487243, -78.487439, -78.488096, -78.488259, -78.48903, -78.490078, -78.490308, 38.039922, 38.040357, 38.040379, 38.040388, 38.040378, 38.040198, 38.039951, 38.039654, 38.039577, 38.039481, 38.039373, 38.038974, 38.038288, 38.038422, 38.038822, 38.038916, 38.039288, 38.039803, 38.039922))",3.41,96.59,23.86,69.32
515400002012004,51,540,000201,2004,Block 2004,G5040,U,15724,U,S,48252,0,+38.0385933,-078.4892367,32,71,93.25471095285396,72.07248911391673,88.77118429076894,"Block 2004, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",54,3,51,51,13,29,0,9,0,0,0,"list(c(-78.491243, -78.490308, -78.490078, -78.48903, -78.488259, -78.488096, -78.487439, -78.487243, -78.48798, -78.488472, -78.488743, -78.488896, -78.489093, -78.489302, -78.489477, -78.48975, -78.489771, -78.490013, -78.490273, -78.490427, -78.490578, -78.490709, -78.490788, -78.490947, -78.491166, -78.491243, 38.039258, 38.039922, 38.039803, 38.039288, 38.038916, 38.038822, 38.038422, 38.038288, 38.037594, 38.037145, 38.037377, 38.037508, 38.037654, 38.037788, 38.037887, 38.038026, 38.038038, 
38.038178, 38.03836, 38.038483, 38.038616, 38.038742, 38.038824, 38.038989, 38.039192, 38.039258))",5.56,94.44,24.07,53.7
515400002012005,51,540,000201,2005,Block 2005,G5040,U,15724,U,S,1013,0,+38.0389858,-078.4910673,0,0,93.66617126464844,72.49989700317383,89.41998291015625,"Block 2005, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.491352, -78.491243, -78.491166, -78.490947, -78.490788, -78.49098, -78.491049, -78.491159, -78.49123, -78.491298, -78.491352, 38.039348, 38.039258, 38.039192, 38.038989, 38.038824, 38.038724, 38.038804, 38.038952, 38.039065, 38.039202, 38.039348))",NA,NA,NA,NA
515400002012006,51,540,000201,2006,Block 2006,G5040,U,15724,U,S,10328,0,+38.0391604,-078.4918921,5,20,93.72720588758153,72.39994893490689,88.66093341123711,"Block 2006, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",15,0,15,14,4,2,0,6,0,2,1,"list(c(-78.492466, -78.492034, -78.491893, -78.491832, -78.491757, -78.491734, -78.491638, -78.491352, -78.491298, -78.49123, -78.491433, -78.491562, -78.491571, -78.491711, -78.492046, -78.492292, -78.492616, -78.492466, 38.039074, 38.039882, 38.039805, 38.039789, 38.039789, 38.039793, 38.039676, 38.039348, 38.039202, 38.039065, 38.038835, 38.038634, 38.03862, 38.038627, 38.038663, 38.038704, 38.038806, 38.039074))",0,100,26.67,13.33
515400002012007,51,540,000201,2007,Block 2007,G5040,U,15724,U,S,30176,0,+38.0403689,-078.4934286,36,82,93.38390850462642,72.3692912991629,87.73481204437971,"Block 2007, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",61,0,61,57,7,48,0,2,0,0,4,"list(c(-78.495119, -78.494841, -78.494715, -78.494637, -78.494559, -78.494502, -78.494115, -78.493454, -78.493335, -78.493239, -78.493176, -78.493075, -78.493056, -78.492156, -78.492157, -78.492177, -78.492184, -78.49217, -78.492142, -78.492096, -78.492031, -78.49195, -78.491734, -78.491757, -78.491832, -78.491893, -78.492034, -78.492065, -78.492171, -78.492367, -78.492566, -78.492766, -78.492942, -78.493618, -78.493963, -78.493973, -78.494231, -78.494309, -78.495272, -78.495119, 38.040057, 38.040486, 
38.040444, 38.040442, 38.040455, 38.040475, 38.040643, 38.04091, 38.040956, 38.040974, 38.041001, 38.041084, 38.041095, 38.041472, 38.041297, 38.041057, 38.040807, 38.040599, 38.040458, 38.04032, 38.040187, 38.04006, 38.039793, 38.039789, 38.039789, 38.039805, 38.039882, 38.039895, 38.039926, 38.039953, 38.039964, 38.039962, 38.039971, 38.040007, 38.04003, 38.03999, 38.039547, 38.039428, 38.039786, 38.040057))",0,100,11.48,78.69
515400002012008,51,540,000201,2008,Block 2008,G5040,U,15724,U,S,6495,0,+38.0408264,-078.4942616,39,67,93.434449650691107,72.29489464393029,88.08105844350962,"Block 2008, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",59,1,58,53,37,6,0,10,0,0,5,"list(c(-78.495266, -78.49448, -78.49413, -78.493844, -78.493681, -78.493636, -78.493601, -78.493565, -78.493543, -78.493454, -78.494115, -78.494502, -78.494559, -78.494637, -78.494715, -78.494841, -78.495067, -78.495266, 38.040661, 38.040955, 38.041101, 38.041209, 38.041264, 38.041265, 38.041256, 38.041233, 38.041201, 38.04091, 38.040643, 38.040475, 38.040455, 38.040442, 38.040444, 38.040486, 38.040573, 38.040661))",1.69,98.31,62.71,10.17
515400002012009,51,540,000201,2009,Block 2009,G5040,U,15724,U,S,8333,0,+38.0403342,-078.4955404,8,37,93.34077570298139,72.40536507999195,88.11081067253562,"Block 2009, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",33,9,24,23,18,4,0,1,0,0,1,"list(c(-78.495899, -78.495826, -78.495718, -78.495535, -78.495341, -78.495266, -78.495067, -78.494841, -78.495119, -78.495272, -78.496233, -78.495899, 38.040689, 38.040804, 38.040926, 38.040807, 38.040698, 38.040661, 38.040573, 38.040486, 38.040057, 38.039786, 38.040144, 38.040689))",27.27,72.73,54.55,12.12
515400002012010,51,540,000201,2010,Block 2010,G5040,U,15724,U,S,11627,0,+38.0376059,-078.4871047,5,18,93.42828467796589,71.75073656542548,89.02692630373198,"Block 2010, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",9,2,7,4,1,3,0,0,0,0,3,"list(c(-78.487243, -78.486953, -78.486229, -78.486921, -78.486979, -78.487183, -78.48798, -78.487243, 38.038288, 38.038089, 38.037628, 38.036966, 38.036918, 38.037072, 38.037594, 38.038288))",22.22,77.78,11.11,33.33
515400002012011,51,540,000201,2011,Block 2011,G5040,U,15724,U,S,11607,0,+38.0383014,-078.4863698,30,43,93.153319138747,71.65831084944244,88.59613454443777,"Block 2011, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",39,0,39,36,8,28,0,0,0,0,3,"list(c(-78.487243, -78.486515, -78.485884, -78.485496, -78.485619, -78.486229, -78.486953, -78.487243, 38.038288, 38.038974, 38.038577, 38.038319, 38.038199, 38.037628, 38.038089, 38.038288))",0,100,20.51,71.79
515400002012012,51,540,000201,2012,Block 2012,G5040,U,15724,U,S,11538,0,+38.0389991,-078.4856396,24,39,93.10691780422044,71.69609341828719,88.11924226180366,"Block 2012, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",29,1,28,28,0,28,0,0,0,0,0,"list(c(-78.486515, -78.485769, -78.485348, -78.484768, -78.48501, -78.485496, -78.485884, -78.486515, 38.038974, 38.039679, 38.039396, 38.039016, 38.038793, 38.038319, 38.038577, 38.038974))",3.45,96.55,0,96.55
515400002012013,51,540,000201,2013,Block 2013,G5040,U,15724,U,S,11708,0,+38.0396960,-078.4848929,17,28,93.2858399611253,71.82659514337523,87.64807957054204,"Block 2013, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",25,1,24,24,5,19,0,0,0,0,0,"list(c(-78.485483, -78.485004, -78.484022, -78.484346, -78.484768, -78.485348, -78.485769, -78.485483, 38.03995, 38.040374, 38.039721, 38.039404, 38.039016, 38.039396, 38.039679, 38.03995))",4,96,20,76
515400002012014,51,540,000201,2014,Block 2014,G5040,U,15724,U,S,1390,0,+38.0385902,-078.4915290,0,0,94.231813284067,72.56929896428035,89.34050574669472,"Block 2014, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.492292, -78.492046, -78.491711, -78.491571, -78.491377, -78.491248, -78.491097, -78.49098, -78.490911, -78.491005, -78.491203, -78.491444, -78.491556, -78.491658, -78.491752, -78.492, -78.492208, -78.492292, 38.038704, 38.038663, 38.038627, 38.03862, 38.038634, 38.03865, 38.038684, 38.038724, 38.038643, 38.0386, 38.038543, 38.038492, 38.038476, 38.038474, 38.038499, 38.038573, 38.038663, 38.038704))",NA,NA,NA,NA
515400002012015,51,540,000201,2015,Block 2015,G5040,U,15724,U,S,1234,0,+38.0387924,-078.4912706,0,0,93.91618934044472,72.58693401630109,89.33905440110426,"Block 2015, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.491562, -78.491433, -78.49123, -78.491159, -78.491049, -78.49098, -78.491097, -78.491248, -78.491377, -78.491571, -78.491562, 38.038634, 38.038835, 38.039065, 38.038952, 38.038804, 38.038724, 38.038684, 38.03865, 38.038634, 38.03862, 38.038634))",NA,NA,NA,NA
515400002012016,51,540,000201,2016,Block 2016,G5040,U,15724,U,S,11438,0,+38.0369584,-078.4861191,0,0,93.58449090045431,71.98014758566151,88.97193437659222,"Block 2016, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.486921, -78.486229, -78.485249, -78.485474, -78.485983, -78.486073, -78.486153, -78.486279, -78.486366, -78.486832, -78.486979, -78.486921, 38.036966, 38.037628, 38.037008, 38.036799, 38.0363, 38.036371, 38.036414, 38.036455, 38.036492, 38.036807, 38.036918, 38.036966))",NA,NA,NA,NA
515400002012017,51,540,000201,2017,Block 2017,G5040,U,15724,U,S,10829,0,+38.0376579,-078.4853806,3,13,93.44788192609035,71.63873011037845,88.65791250806336,"Block 2017, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",9,5,4,4,0,4,0,0,0,0,0,"list(c(-78.485619, -78.485496, -78.484539, -78.485249, -78.486229, -78.485619, 38.038199, 38.038319, 38.037669, 38.037008, 38.037628, 38.038199))",55.56,44.44,0,44.44
515400002012018,51,540,000201,2018,Block 2018,G5040,U,15724,U,S,11232,0,+38.0383453,-078.4846508,13,23,93.31918478012085,71.77092627116612,88.73789017541068,"Block 2018, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",22,4,18,18,0,11,0,3,0,4,0,"list(c(-78.48501, -78.484768, -78.484343, -78.483806, -78.483877, -78.484539, -78.485496, -78.48501, 38.038793, 38.039016, 38.038738, 38.038375, 38.0383, 38.037669, 38.038319, 38.038793))",18.18,81.82,0,50
515400002012019,51,540,000201,2019,Block 2019,G5040,U,15724,U,S,1884,0,+38.0379777,-078.4840775,0,0,93.4828971862793,72.1511173248291,88.91098556518554,"Block 2019, Block Group 2, Census Tract 2.01, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.484539, -78.483877, -78.483806, -78.483626, -78.484391, -78.484539, 38.037669, 38.0383, 38.038375, 38.038253, 38.037572, 38.037669))",NA,NA,NA,NA
